ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-9701193,Defective homologous recombination repair (HRR) due to PALB2 loss of function,2/108,25/11091,0.0243607812365269,0.330313067486098,0.304724059892557,675/9156,2
R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,2/108,25/11091,0.0243607812365269,0.330313067486098,0.304724059892557,675/9156,2
R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,2/108,25/11091,0.0243607812365269,0.330313067486098,0.304724059892557,675/9156,2
R-HSA-5693532,DNA Double-Strand Break Repair,5/108,170/11091,0.0251190725897293,0.330313067486098,0.304724059892557,675/9156/8347/8339/7468,5
R-HSA-373755,Semaphorin interactions,3/108,65/11091,0.0253611156684083,0.330313067486098,0.304724059892557,3984/64218/80031,3
R-HSA-211897,Cytochrome P450 - arranged by substrate type,3/108,66/11091,0.0263851565485568,0.330836690002046,0.305207117920279,9420/5443/5447,3
R-HSA-1500620,Meiosis,4/108,117/11091,0.0272588590706588,0.330836690002046,0.305207117920279,675/8347/8339/3306,4
R-HSA-211976,Endogenous sterols,2/108,27/11091,0.0281463504042167,0.330836690002046,0.305207117920279,9420/5443,2
R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),2/108,27/11091,0.0281463504042167,0.330836690002046,0.305207117920279,675/9156,2
R-HSA-5693571,Nonhomologous End-Joining (NHEJ),3/108,68/11091,0.0284990407117867,0.330836690002046,0.305207117920279,8347/8339/7468,3
R-HSA-388841,Costimulation by the CD28 family,3/108,69/11091,0.029588820284885,0.336179362385714,0.310135899066655,9020/5295/5526,3
R-HSA-186763,Downstream signal transduction,2/108,29/11091,0.0321510037938766,0.350380327059799,0.323236729871843,2886/5295,2
R-HSA-5683826,Surfactant metabolism,2/108,29/11091,0.0321510037938766,0.350380327059799,0.323236729871843,150/6441,2
R-HSA-9824439,Bacterial Infection Pathways,3/108,73/11091,0.0341658354338831,0.364891122433871,0.336623389116995,4843/6616/9900,3
R-HSA-5339562,Uptake and actions of bacterial toxins,2/108,31/11091,0.0363649944343377,0.371300456459545,0.342536198744465,6616/9900,2
R-HSA-114608,Platelet degranulation,4/108,129/11091,0.0370918309658031,0.371300456459545,0.342536198744465,1191/2157/3699/5627,4
R-HSA-69190,DNA strand elongation,2/108,32/11091,0.0385475246324297,0.371300456459545,0.342536198744465,51659/4173,2
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,2/108,32/11091,0.0385475246324297,0.371300456459545,0.342536198744465,933/5295,2
R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,3/108,77/11091,0.0390886551083746,0.371300456459545,0.342536198744465,8347/8339/7468,3
R-HSA-1221632,Meiotic synapsis,3/108,78/11091,0.0403728523941126,0.371300456459545,0.342536198744465,8347/8339/3306,3
R-HSA-5693606,DNA Double Strand Break Response,3/108,78/11091,0.0403728523941126,0.371300456459545,0.342536198744465,8347/8339/7468,3
R-HSA-389356,CD28 co-stimulation,2/108,33/11091,0.0407788647591705,0.371300456459545,0.342536198744465,9020/5295,2
R-HSA-8852135,Protein ubiquitination,3/108,79/11091,0.0416782783637092,0.371300456459545,0.342536198744465,8347/8339/5193,3
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,4/108,134/11091,0.0417191524111849,0.371300456459545,0.342536198744465,1191/2157/3699/5627,4
R-HSA-76002,"Platelet activation, signaling and aggregation",6/108,263/11091,0.0433223457538809,0.37924807594381,0.3498681244662,150/1191/2157/3699/5295/5627,6
R-HSA-9709570,Impaired BRCA2 binding to RAD51,2/108,35/11091,0.0453834392193576,0.390883170050597,0.360601860011195,675/9156,2
R-HSA-390522,Striated Muscle Contraction,2/108,36/11091,0.0477544484765054,0.393980622280869,0.363459355859347,4634/7136,2
R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,2/108,36/11091,0.0477544484765054,0.393980622280869,0.363459355859347,675/9156,2
R-HSA-1483255,PI Metabolism,3/108,84/11091,0.0485204642629148,0.393980622280869,0.363459355859347,9108/5295/57664,3
R-HSA-912446,Meiotic recombination,3/108,85/11091,0.0499511797038301,0.393980622280869,0.363459355859347,675/8347/8339,3
R-HSA-5693537,Resolution of D-Loop Structures,2/108,37/11091,0.050169817069474,0.393980622280869,0.363459355859347,675/9156,2
R-HSA-8964043,Plasma lipoprotein clearance,2/108,37/11091,0.050169817069474,0.393980622280869,0.363459355859347,23491/8029,2
R-HSA-418346,Platelet homeostasis,3/108,88/11091,0.054365823360256,0.420263958588664,0.387706549614616,4843/5153/5526,3
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),2/108,39/11091,0.0551293653235194,0.420263958588664,0.387706549614616,2157/5627,2
R-HSA-9616222,Transcriptional regulation of granulopoiesis,3/108,89/11091,0.0558777922468073,0.420263958588664,0.387706549614616,1050/8347/8339,3
R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,2/108,40/11091,0.0576714520633117,0.427729936136229,0.394594145696343,675/9156,2
R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,2/108,41/11091,0.0602537118766274,0.434803812731338,0.401120016475983,675/9156,2
R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,2/108,41/11091,0.0602537118766274,0.434803812731338,0.401120016475983,675/9156,2
R-HSA-9696273,RND1 GTPase cycle,2/108,42/11091,0.0628751379111838,0.437444381416277,0.40355602306883,2886/5295,2
R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,2/108,42/11091,0.0628751379111838,0.437444381416277,0.40355602306883,8347/8339,2
R-HSA-3214815,HDACs deacetylate histones,3/108,94/11091,0.063734871598988,0.437444381416277,0.40355602306883,92815/8347/8339,3
R-HSA-69620,Cell Cycle Checkpoints,6/108,292/11091,0.065416880102155,0.437444381416277,0.40355602306883,9156/8347/8339/4173/7468/5526,6
R-HSA-1433557,Signaling by SCF-KIT,2/108,43/11091,0.0655347387889553,0.437444381416277,0.40355602306883,2886/5295,2
R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,2/108,43/11091,0.0655347387889553,0.437444381416277,0.40355602306883,675/9156,2
R-HSA-71291,Metabolism of amino acids and derivatives,7/108,367/11091,0.0668533366565996,0.440736812032397,0.406593392531366,80150/875/1734/2184/23498/57515/120103,7
R-HSA-418555,G alpha (s) signalling events,4/108,158/11091,0.0682694616120691,0.444584054888353,0.410142593510248,2838/157/5153/5443,4
R-HSA-977606,Regulation of Complement cascade,2/108,47/11091,0.0765355935667908,0.444844312425286,0.410382689168212,1191/5627,2
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",3/108,106/11091,0.0845234753148789,0.444844312425286,0.410382689168212,9173/5295/5526,3
R-HSA-1227986,Signaling by ERBB2,2/108,50/11091,0.0851407224973899,0.444844312425286,0.410382689168212,2886/5295,2
R-HSA-171306,Packaging Of Telomere Ends,2/108,51/11091,0.0880718241002051,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-9675135,Diseases of DNA repair,2/108,51/11091,0.0880718241002051,0.444844312425286,0.410382689168212,675/9156,2
R-HSA-9843745,Adipogenesis,3/108,109/11091,0.0901229093923209,0.444844312425286,0.410382689168212,1050/1734/1959,3
R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,3/108,110/11091,0.092023343093929,0.444844312425286,0.410382689168212,6507/120103/6550,3
R-HSA-977225,Amyloid fiber formation,3/108,110/11091,0.092023343093929,0.444844312425286,0.410382689168212,8347/8339/9627,3
R-HSA-1250342,PI3K events in ERBB4 signaling,1/108,10/11091,0.0932544228010881,0.444844312425286,0.410382689168212,5295,1
R-HSA-159740,Gamma-carboxylation of protein precursors,1/108,10/11091,0.0932544228010881,0.444844312425286,0.410382689168212,5627,1
R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,1/108,10/11091,0.0932544228010881,0.444844312425286,0.410382689168212,5627,1
R-HSA-194002,Glucocorticoid biosynthesis,1/108,10/11091,0.0932544228010881,0.444844312425286,0.410382689168212,5443,1
R-HSA-209968,Thyroxine biosynthesis,1/108,10/11091,0.0932544228010881,0.444844312425286,0.410382689168212,1734,1
R-HSA-9758881,Uptake of dietary cobalamins into enterocytes,1/108,10/11091,0.0932544228010881,0.444844312425286,0.410382689168212,8029,1
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,2/108,53/11091,0.0940229290440352,0.444844312425286,0.410382689168212,5295/57664,2
R-HSA-199418,Negative regulation of the PI3K/AKT network,3/108,113/11091,0.0978240405819671,0.444844312425286,0.410382689168212,9173/5295/5526,3
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,2/108,55/11091,0.100086987611255,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-110331,Cleavage of the damaged purine,2/108,55/11091,0.100086987611255,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-73927,Depurination,2/108,55/11091,0.100086987611255,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",1/108,11/11091,0.102091939481666,0.444844312425286,0.410382689168212,5627,1
R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,1/108,11/11091,0.102091939481666,0.444844312425286,0.410382689168212,9108,1
R-HSA-193048,Androgen biosynthesis,1/108,11/11091,0.102091939481666,0.444844312425286,0.410382689168212,5443,1
R-HSA-5655291,Signaling by FGFR4 in disease,1/108,11/11091,0.102091939481666,0.444844312425286,0.410382689168212,5295,1
R-HSA-5661231,Metallothioneins bind metals,1/108,11/11091,0.102091939481666,0.444844312425286,0.410382689168212,4494,1
R-HSA-9823739,Formation of the anterior neural plate,1/108,11/11091,0.102091939481666,0.444844312425286,0.410382689168212,5460,1
R-HSA-9610379,HCMV Late Events,3/108,116/11091,0.103770061334394,0.444844312425286,0.410382689168212,92815/8347/8339,3
R-HSA-69306,DNA Replication,4/108,186/11091,0.10792371508974,0.444844312425286,0.410382689168212,51659/8347/8339/4173,4
R-HSA-166658,Complement cascade,2/108,58/11091,0.109380670672465,0.444844312425286,0.410382689168212,1191/5627,2
R-HSA-186797,Signaling by PDGF,2/108,58/11091,0.109380670672465,0.444844312425286,0.410382689168212,2886/5295,2
R-HSA-174403,Glutathione synthesis and recycling,1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,55748,1
R-HSA-196791,Vitamin D (calciferol) metabolism,1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,8029,1
R-HSA-430116,GP1b-IX-V activation signalling,1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,5295,1
R-HSA-5685939,HDR through MMEJ (alt-NHEJ),1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,675,1
R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,5295,1
R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,5295,1
R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,5295,1
R-HSA-9827857,Specification of primordial germ cells,1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,5460,1
R-HSA-9842663,Signaling by LTK,1/108,12/11091,0.110844111912711,0.444844312425286,0.410382689168212,5295,1
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,3/108,121/11091,0.113989637423293,0.444844312425286,0.410382689168212,1959/8347/8339,3
R-HSA-5619507,Activation of HOX genes during differentiation,3/108,121/11091,0.113989637423293,0.444844312425286,0.410382689168212,1959/8347/8339,3
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,2/108,60/11091,0.115699063584253,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-110329,Cleavage of the damaged pyrimidine,2/108,60/11091,0.115699063584253,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-73928,Depyrimidination,2/108,60/11091,0.115699063584253,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",2/108,61/11091,0.118892769400765,0.444844312425286,0.410382689168212,2157/5627,2
R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,1/108,13/11091,0.119511756638176,0.444844312425286,0.410382689168212,51312,1
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",1/108,13/11091,0.119511756638176,0.444844312425286,0.410382689168212,5460,1
R-HSA-9637687,Suppression of phagosomal maturation,1/108,13/11091,0.119511756638176,0.444844312425286,0.410382689168212,4843,1
R-HSA-9006936,Signaling by TGFB family members,3/108,124/11091,0.120298937052399,0.444844312425286,0.410382689168212,658/64388/9241,3
R-HSA-73728,RNA Polymerase I Promoter Opening,2/108,62/11091,0.122108500109006,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-73929,"Base-Excision Repair, AP Site Formation",2/108,62/11091,0.122108500109006,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-9033241,Peroxisomal protein import,2/108,63/11091,0.125345534580896,0.444844312425286,0.410382689168212,4843/5193,2
R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,9108,1
R-HSA-209952,Peptide hormone biosynthesis,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,5443,1
R-HSA-3296469,Defects in cobalamin (B12) metabolism,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,8029,1
R-HSA-3371568,Attenuation phase,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,3306,1
R-HSA-4839735,Signaling by AXIN mutants,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,5526,1
R-HSA-4839744,Signaling by APC mutants,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,5526,1
R-HSA-4839748,Signaling by AMER1 mutants,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,5526,1
R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,9156,1
R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,9156,1
R-HSA-5467337,APC truncation mutants have impaired AXIN binding,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,5526,1
R-HSA-5467340,AXIN missense mutants destabilize the destruction complex,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,5526,1
R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,5526,1
R-HSA-5660526,Response to metal ions,1/108,14/11091,0.12809568246261,0.444844312425286,0.410382689168212,4494,1
R-HSA-5334118,DNA methylation,2/108,64/11091,0.128603163404924,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,2/108,66/11091,0.13517742411056,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,9420,1
R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,860,1
R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,6422,1
R-HSA-4839743,Signaling by CTNNB1 phospho-site mutants,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5526,1
R-HSA-5339716,Signaling by GSK3beta mutants,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5526,1
R-HSA-5358508,Mismatch Repair,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,9156,1
R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5526,1
R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5526,1
R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5526,1
R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5526,1
R-HSA-5637810,Constitutive Signaling by EGFRvIII,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5295,1
R-HSA-5637812,Signaling by EGFRvIII in Cancer,1/108,15/11091,0.136596690523821,0.444844312425286,0.410382689168212,5295,1
R-HSA-427359,SIRT1 negatively regulates rRNA expression,2/108,67/11091,0.138492694355135,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-9670095,Inhibition of DNA recombination at telomere,2/108,67/11091,0.138492694355135,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-397014,Muscle contraction,4/108,205/11091,0.139590317652896,0.444844312425286,0.410382689168212,1193/56660/4634/7136,4
R-HSA-68616,Assembly of the ORC complex at the origin of replication,2/108,68/11091,0.141825835374631,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-9609690,HCMV Early Events,3/108,135/11091,0.14448025868049,0.444844312425286,0.410382689168212,92815/8347/8339,3
R-HSA-1963642,PI3K events in ERBB2 signaling,1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,5295,1
R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,5295,1
R-HSA-391160,Signal regulatory protein family interactions,1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,6441,1
R-HSA-399954,Sema3A PAK dependent Axon repulsion,1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,3984,1
R-HSA-418457,cGMP effects,1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,5153,1
R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,2157,1
R-HSA-9665348,Signaling by ERBB2 ECD mutants,1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,5295,1
R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,1/108,16/11091,0.145015574364867,0.444844312425286,0.410382689168212,5295,1
R-HSA-5685942,HDR through Homologous Recombination (HRR),2/108,70/11091,0.148543128005243,0.444844312425286,0.410382689168212,675/9156,2
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),2/108,70/11091,0.148543128005243,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-202733,Cell surface interactions at the vascular wall,3/108,137/11091,0.149040459101561,0.444844312425286,0.410382689168212,2886/5295/5627,3
R-HSA-180292,GAB1 signalosome,1/108,17/11091,0.153353120005372,0.444844312425286,0.410382689168212,5295,1
R-HSA-196299,Beta-catenin phosphorylation cascade,1/108,17/11091,0.153353120005372,0.444844312425286,0.410382689168212,5526,1
R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,1/108,17/11091,0.153353120005372,0.444844312425286,0.410382689168212,290,1
R-HSA-432142,Platelet sensitization by LDL,1/108,17/11091,0.153353120005372,0.444844312425286,0.410382689168212,5526,1
R-HSA-9034015,Signaling by NTRK3 (TRKC),1/108,17/11091,0.153353120005372,0.444844312425286,0.410382689168212,5295,1
R-HSA-9754189,Germ layer formation at gastrulation,1/108,17/11091,0.153353120005372,0.444844312425286,0.410382689168212,5460,1
R-HSA-9834899,Specification of the neural plate border,1/108,17/11091,0.153353120005372,0.444844312425286,0.410382689168212,5460,1
R-HSA-212300,PRC2 methylates histones and DNA,2/108,72/11091,0.155324205735823,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-9710421,Defective pyroptosis,2/108,72/11091,0.155324205735823,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-3214847,HATs acetylate histones,3/108,141/11091,0.158298889574168,0.444844312425286,0.410382689168212,92815/8347/8339,3
R-HSA-68867,Assembly of the pre-replicative complex,3/108,141/11091,0.158298889574168,0.444844312425286,0.410382689168212,8347/8339/4173,3
R-HSA-2299718,Condensation of Prophase Chromosomes,2/108,73/11091,0.158737117575314,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,2/108,73/11091,0.158737117575314,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-774815,Nucleosome assembly,2/108,73/11091,0.158737117575314,0.444844312425286,0.410382689168212,8347/8339,2
R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,1/108,18/11091,0.161610106012183,0.444844312425286,0.410382689168212,5295,1
R-HSA-209776,Metabolism of amine-derived hormones,1/108,18/11091,0.161610106012183,0.444844312425286,0.410382689168212,1734,1
R-HSA-5654710,PI-3K cascade:FGFR3,1/108,18/11091,0.161610106012183,0.444844312425286,0.410382689168212,5295,1
R-HSA-73780,RNA Polymerase III Chain Elongation,1/108,18/11091,0.161610106012183,0.444844312425286,0.410382689168212,661,1
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",2/108,75/11091,0.165604684388129,0.448843663891293,0.41407221506234,23491/8029,2
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,2/108,75/11091,0.165604684388129,0.448843663891293,0.41407221506234,8347/8339,2
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,1/108,19/11091,0.169787303569366,0.448843663891293,0.41407221506234,5295,1
R-HSA-5576886,Phase 4 - resting membrane potential,1/108,19/11091,0.169787303569366,0.448843663891293,0.41407221506234,56660,1
R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,1/108,19/11091,0.169787303569366,0.448843663891293,0.41407221506234,5295,1
R-HSA-8964038,LDL clearance,1/108,19/11091,0.169787303569366,0.448843663891293,0.41407221506234,23491,1
R-HSA-9671793,Diseases of hemostasis,1/108,19/11091,0.169787303569366,0.448843663891293,0.41407221506234,2157,1
